id,sentence,coarse,fine,pol,asp
2406,"Moreover, the authors pointed out that near-linear activation function can improve such gradient explosion.",Structuring,Structuring.Summary,,
2407,Some numerical studies were reported to confirm theoretical findings.,Structuring,Structuring.Summary,,
2408,The detailed analysis of the training of DNN with the batch normalization is quite interesting.,Evaluative,Evaluative,P-Positive,Substance
2409,There are some minor comments below.,Structuring,Structuring.Heading,,
2410,"- in page 3, 2line above eq(2): what is delta in the variance of the multivariate normal distribution?",Request,Request.Clarification,U-Neutral,Clarity
2411,- the notation q appeared in the middle part of page 3 before the definition of q is shown in the last paragraph of p.3.,Evaluative,Evaluative,N-Negative,Clarity
2412,"- The randomized weight is not very practical. Though it may be the standard approach of mean field,",Request,Request.Edit,N-Negative,Soundness/Correctness
2413,some comments would be helpful to the readers.,,,,
2414,This paper develops a framework for evaluating the ability of neural models on answering free-form mathematical problems.,Structuring,Structuring.Summary,,
2415,"The contributions are i) a publicly available dataset, and ii) an evaluation of two existing model families, recurrent networks and the Transformer.",Structuring,Structuring.Summary,,
2416,I think that this paper makes a good contribution by establishing a benchmark and providing some preliminary results.,Evaluative,Evaluative,P-Positive,Motivation/Impact
2417,"I am biased because I once did exactly the same thing as this paper, although at a much smaller scale; I am thus happy to see such a public dataset.",Social,Social,,
2418,The paper is a reasonable dataset/analysis paper.,Evaluative,Evaluative,P-Positive,Soundness/Correctness
2419,Whether to accept it or not depends on what standard ICLR has towards such papers (ones that do not propose a new model/new theory).,Fact,Fact,,
2420,I think that the dataset generation process is well-thought-out.,Evaluative,Evaluative,P-Positive,Soundness/Correctness
2421,"There are a large variety of modules, and trying to not generate either trivial or impossible problems is a plus in my opinion.",Evaluative,Evaluative,P-Positive,Motivation/Impact
2422,"The results and discussions in the main part of the paper are too light in my opinion; the average model accuracy across modules is not an interesting metric at all, although it does show that the Transformer performs better than recurrent networks.",Evaluative,Evaluative,N-Negative,Substance
2423,"I think the authors should move a portion of the big bar plot (too low resolution, btw) into the main text and discuss it thoroughly.",Request,Request.Edit,U-Neutral,Substance
2424,"Details on how to generate the dataset, however, can be moved into the appendix.",Request,Request.Edit,U-Neutral,Clarity
2425,"I am also not entirely satisfied by using accuracy as the only metric; how about using something like beam search to build a ""soft"", secondary metric?",Request,Request.Experiment,N-Negative,Substance
2426,One other thing I want to see is a test set with multiple different difficulty levels.,Request,Request.Experiment,U-Neutral,Substance
2427,"The authors try to do this with composition, which is good, but I am not sure whether that captures the real important thing - the ability to generalize, say learning to factorise single-variable polynomials and test it on factorising polynomials with multiple variables? And what about the transfer between these tasks (e.g., if a network learns to solve equations with both x and y and also factorise a polynomial with x, can it generalize to the unseen case of factorising a polynomial with both x and y)?",Request,Request.Explanation,U-Neutral,Soundness/Correctness
2428,"Also, is there an option for ""unsolvable""?",Request,Request.Clarification,U-Neutral,Soundness/Correctness
2429,"For example, the answer being a special ""this is impossible"" character for ""factorise x^2 - 5"" (if your training set does not use \sqrt, of course).",Fact,Fact,,
2430,"This is an interesting paper with a new approach to learn a sparse, positive (and hence interpretable) semantic space that maximizes human similarity judgements, by training to specifically maximize the prediction of human similarity judgements.",Structuring,Structuring.Summary,,
2431,The authors have collected the dataset themselves and have rating of sets of 3 objects from 1854 unique objects.,Structuring,Structuring.Summary,,
2432,They end up with a space (SPoSE) with relatively low dimensionality with respect to usual word embeddings (49 dimension) but perhaps not surprising when considering the small size of the words to embed.,Structuring,Structuring.Summary,,
2433,The authors run a set of experiment to show the usefulness of SPoSE.,Structuring,Structuring.Summary,,
2434,"The most interesting one is the prediction of its dimensions by the CSLB features, which reveals a nice clustering in the different SPoSE dimensions.",Structuring,Structuring.Summary,,
2435,Perhaps the results would be a little more convincing if additional common word embeddings were also tested.,Evaluative,Evaluative,N-Negative,Substance
2436,"Due to the different objects used in the different datasets, some of the experiments have a smaller set of words.",Evaluative,Evaluative,N-Negative,Substance
2437,A good extension of this work would be to combine a text-derived embedding  or the synsets to interpolate the SPoSE dimensions for missing words in the original set.,Request,Request.Experiment,U-Neutral,Substance
2438,Or perhaps the object similarity ratings could be used in a semi-supervised setting to inform the learning of a co-occurence word embedding.,Request,Request.Experiment,U-Neutral,Substance
2439,This will allow the model to better describe a larger set of words.,Request,Request.Experiment,U-Neutral,Substance
2440,Another possible extension is to test this larger set of words on a non-behavioral NLP task to show possible improvements that the behavioral data and the interpretable space give.,Request,Request.Experiment,U-Neutral,Substance
2532,The authors proposed a Modulated Variational auto-Encoders (MoVE) to perform musical timbre transfer.,Structuring,Structuring.Summary,,
2533,The authors define timbre transfer as applying parts of the auditory properties of a musical instrument onto another.,Structuring,Structuring.Summary,,
